category,display_name,id,source,source_id,parent_id,nlm_id,cde_steward,cde_identifiers,cde_value
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 15 minutes",is15,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 16 minutes",is16,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 18 minutes",is18,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 20 minutes",is20,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 24 minutes",is24,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 30 minutes",is30,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 32 minutes",is32,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 36 minutes",is36,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 40 minutes",is40,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 45 minutes",is45,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 48 minutes",is48,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 1 hour",is60,,,,,,,
08M - Sleep Study Data - Circadian Analysis,Time occurrence of the midpoint of the most active 10 hour period,m10 time,,,,,,,
08M - Sleep Study Data - Circadian Analysis,Activity count at the midpoint of the most active 10 hour period,m10 counts,,,,,,,
08M - Sleep Study Data - Circadian Analysis,Time occurrence of the midpoint of the least active 5 hour period,l5time,,,,,,,
08M - Sleep Study Data - Circadian Analysis,Activity count at the midpoint of the least active 5 hour period,l5counts,,,,,,,
08M - Sleep Study Data - Circadian Analysis,Relative amplitude = (M10counts-L5counts)/(M10counts+L5counts),ra,,,,,,,
08M - Sleep Study Data - Circadian Analysis,Number of days used for the nonparametric analysis,numdaysnp,,,,,,,
10 - Sleep Symptoms,Early morning awakening,earlyawakening,,,,,,,
10 - Sleep Symptoms,Epworth Sleepiness Scale score,epworthscore,,,,,,,
10 - Sleep Symptoms,Modified Epworth Sleepiness Scale score,modepworthscore,,,,,,,
10 - Sleep Symptoms,Functional Outcomes of Sleep Questionnaire score,fosqscore,,,,,,,
10 - Sleep Symptoms,Functional Outcomes of Sleep Questionnaire - Activity Level subscale,fosqactiv,,,,,,,
10 - Sleep Symptoms,Functional Outcomes of Sleep Questionnaire - General Productivity subscale ,fosqgenprod,,,,,,,
10 - Sleep Symptoms,Functional Outcomes of Sleep Questionnaire - Social Outcome subscale,fosqsocout,,,,,,,
10 - Sleep Symptoms,Functional Outcomes of Sleep Questionnaire - Vigilance subscale,fosqvigil,,,,,,,
10 - Sleep Symptoms,Pediatric Sleep Questionnaire Sleep-Related Breathing Disorder (PSQ-SRBD) score, psqsrbdscore,,,,,,,
10 - Sleep Symptoms,Obstructive Sleep Apnea-18 Assessment Tool score,osa18assessscore,,,,,,,
10 - Sleep Symptoms,Women's Health Initiative Insomnia Rating Scale,whiinitinsomratescale,,,,,,,
10 - Sleep Symptoms,Pittsburgh Insomnia Rating Scale,pittinsomratescale,,,,,,,
10 - Sleep Symptoms,Pittsburgh Sleep Quality Index,pittsleepqualindex,,,,,,,
10 - Sleep Symptoms,Insomnia Severity Index,insomseverindex,,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,,,,,,,
10 - Sleep Symptoms,Problems falling asleep,probfallasleep,,,,,,,
10 - Sleep Symptoms,Problems staying asleep,probstayasleep,,,,,,,
10 - Sleep Symptoms,Unrefreshed sleep,unrefreshsleep,,,,,,,
10A - Sleep Symptoms - Snoring,Habitual snoring,habitsnoring,,,,,,,
10A - Sleep Symptoms - Snoring,Habitual snoring - frequency,habitsnoringfreq,,,,,,,
10A - Sleep Symptoms - Gasping,Snoring/gasping/stopping breathing,snoringgasping,,,,,,,
10A - Sleep Symptoms - Gasping,Snoring/gasping/stopping breathing - frequency,snoringgaspingfreq,,,,,,,
11 - Other Symptoms,Chronic cough,chroniccough,,,,,,,
11 - Other Symptoms,Nocturnal wheezing,noctwheez,,,,,,,
11 - Other Symptoms,Persistent wheezing,persistwheez,,,,,,,
12 - Adjudicated Events,Atrial fibrillation - adjudicated event,afibadjud,SNOMED CT,49436004,,,,,
12 - Adjudicated Events,Congestive heart failure - adjudicated event,chfadjud,SNOMED CT,42343007,,,,,
12 - Adjudicated Events,Myocardial infarction - adjudicated event,miadjud,SNOMED CT,22298006,,,,,
12 - Adjudicated Events,Stroke - adjudicated event,strokeadju,SNOMED CT,230690007,,,,,
12 - Adjudicated Events,All cause hospitalization - adjudicated event,hospadju,,,,,,,
12 - Adjudicated Events,Cardiovascular disease hospitalization - adjudicated event,cvhospadju,,,,,,,
12 - Adjudicated Events,"Revascularization (PTCA, CABG) - adjudicated event",revascadju,,,,,,,
12 - Adjudicated Events,Cardiac arrest - adjudicated event,cardarrestadju,,,,,,,
13 - Spirometry,FEV1,fev1,SNOMED CT,59328004,,,,,
13 - Spirometry,FEV1/FVC,fev1fvcratio,SNOMED CT,313222007,,,,,
13 - Spirometry,FVC,fvc,SNOMED CT,50834005,,,,,
13 - Spirometry,Percent predicted FEV1,percentpredfev1,,,,,,,
13 - Spirometry,Percent predicted FVC,percentpredfvc,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - General Conceptual Ability Score,nepsygcas,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Phonological Processing,nepsypp,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Tower,nepsyt,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Auditory Attention and Response Set,nepsyaars,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Speeded Naming,nepsysn,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Visual Attention,nepsyva,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Comprehension of Instructions,nepsycoi,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Attention/Executive Function Domain Score,nepsyaefds,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Language Domain Score,nepsylds,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Arrows,nepsya,,,,,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Inhibition Naming,nepsy2in,,,,,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Inhibition-Inhibition,nepsy2ii,,,,,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Inhibition-Switching,nepsy2is,,,,,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Contrast between Inhibition Naming vs. Inhibition-Inhibition,nepsy2continvsii,,,,,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Contrast between Inhibition-Inhibition vs. Inhibition-Switching,nepsy2contiivsis,,,,,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Inhibition Total Errors,nepsy2ite,,,,,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Semantic Condition,nepsy2sc,,,,,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Initial Letter Condition,nepsy2ilc,,,,,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Contrast between Semantic Condition vs. Initial Letter Condition,nepsy2contscvsilc,,,,,,,
14 - Neurocognitive Testing/Purdue Pegboard,Purdue Pegboard - Dominant Hand,purduepegdh,,,,,,,
14 - Neurocognitive Testing/Purdue Pegboard,Purdue Pegboard - Nondominant Hand,purduepegnh,,,,,,,
14 - Neurocognitive Testing/Purdue Pegboard,Purdue Pegboard - Both Hands,purduepegbh,,,,,,,
14 - Neurocognitive Testing/VMI,Developmental Test of Visual-Motor Integration (VMI),vmi,,,,,,,
14 - Neurocognitive Testing/Conner's Rating Scale,Conners' Rating Scale - Caregiver - Long Version Global Index T Score,connerscarelvgitscore,,,,,,,
14 - Neurocognitive Testing/Conner's Rating Scale,Conners' Rating Scale - Teacher - Long Version Global Index T Score,connersteachlvgitscore,,,,,,,
14 - Neurocognitive Testing/BRIEF,Behavior Rating of Executive Function (BRIEF) - Caregiver - Global Excecutive Composite T Score,briefcaregectscore,,,,,,,
14 - Neurocognitive Testing/BRIEF,Behavior Rating of Executive Function (BRIEF) - Teacher - Global Excecutive Composite T Score,briefteachgectscore,,,,,,,
14 - Neurocognitive Testing/PedsQL,Pediatric Quality of Life Inventory (PedsQL) Score,pedsql,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Recall of Designs,das2rod,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Word Definitions,das2wd,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Pattern Construction,das2pc,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Matrices,das2m,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Verbal Similarities,das2vs,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Sequential and Quantitative Reasoning,das2saqr,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Verbal Composite,das2vc,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Nonverbal Reasoning Composite,das2nrc,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Spatial Composite,das2sc,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - General Cognitive Ability ,das2gca,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Special Nonverbal Composite ,das2snc,,,,,,,
14 - Neurocognitive Testing/WRAML2,"Wide Range Assessment of Memory and Learning, Second Edition (WRAML2) - Verbal Learning",wraml2vl,,,,,,,
14 - Neurocognitive Testing/WRAML2,"Wide Range Assessment of Memory and Learning, Second Edition (WRAML2) - Verbal Learning Recall",wraml2vlrecall,,,,,,,
14 - Neurocognitive Testing/WRAML2,"Wide Range Assessment of Memory and Learning, Second Edition (WRAML2) - Verbal Learning Recognition",wraml2vlrecog,,,,,,,
15 - Imaging,Echocardiogram,ech,,,,,,,
15 - Imaging,Cardiac MRI,cardmri,,,,,,,
15 - Imaging,Coronary calcium scan,coroncalcscan,,,,,,,
15 - Imaging,Carotid ultrasound - plaque,carotidusplaque,,,,,,,
15 - Imaging,Carotid ultrasound - intima media thickness,carotidusimt,,,,,,,
15 - Imaging,Lung volume assessment,lungvolassess,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Alpha band end,spectalphabandend,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Alpha band start,spectalphabandstart,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed alpha power density in NREM sleep,spectalphalognrem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed alpha power density in REM sleep,spectalphalogrem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed alpha power density in sleep,spectalphalogsleep,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Alpha power density in NREM sleep,spectalphanrem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Alpha power density in REM sleep,spectalpharem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Alpha power density in sleep,spectalphasleep,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Beta band end,spectbetabandend,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Beta band start,spectbetabandstart,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed beta power density in NREM sleep,spectbetalognrem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed beta power density in REM sleep,spectbetalogrem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed beta power density in sleep,spectbetalogsleep,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Beta power density in NREM sleep,spectbetanrem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Beta power density in REM sleep,spectbetarem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Beta power density in sleep,spectbetasleep,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Delta band end,spectdeltabandend,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Delta band start,spectdeltabandstart,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed delta power density in NREM sleep,spectdeltalognrem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed delta power density in REM sleep,spectdeltalogrem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed delta power density in sleep,spectdeltalogsleep,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Delta power density in NREM sleep,spectdeltanrem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Delta power density in REM sleep,spectdeltarem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Delta power density in sleep,spectdeltasleep,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Fast sigma band end,spectfastsigmabandend,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Fast sigma band start,spectfastsigmabandstart,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed fast sigma power density in NREM sleep,spectfastsigmalognrem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed fast sigma power density in REM sleep,spectfastsigmalogrem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed fast sigma power density in sleep,spectfastsigmalogsleep,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Fast sigma power density in NREM sleep,spectfastsigmanrem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Fast sigma power density in REM sleep,spectfastsigmarem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Fast sigma power density in sleep,spectfastsigmasleep,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 0.5 Hertz,spectnrem0point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 0 Hertz,spectnrem0hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 10.5 Hertz,spectnrem10point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 10.0 Hertz,spectnrem10hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 11.5 Hertz,spectnrem11point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 11.0 Hertz,spectnrem11hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 12.5 Hertz,spectnrem12point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 12.0 Hertz,spectnrem12hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 13.5 Hertz,spectnrem13point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 13.0 Hertz,spectnrem13hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 14.5 Hertz,spectnrem14point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 14.0 Hertz,spectnrem14hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 15.5 Hertz,spectnrem15point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 15.0 Hertz,spectnrem15hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 16.5 Hertz,spectnrem16point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 16.0 Hertz,spectnrem16hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 17.5 Hertz,spectnrem17point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 17.0 Hertz,spectnrem17hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 18.5 Hertz,spectnrem18point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 18.0 Hertz,spectnrem18hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 19.5 Hertz,spectnrem19point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 19.0 Hertz,spectnrem19hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 1.5 Hertz,spectnrem1point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 1.0 Hertz,spectnrem1hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 20.5 Hertz,spectnrem20point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 20.0 Hertz,spectnrem20hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 21.5 Hertz,spectnrem21point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 21.0 Hertz,spectnrem21hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 22.5 Hertz,spectnrem22point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 22.0 Hertz,spectnrem22hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 23.5 Hertz,spectnrem23point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 23.0 Hertz,spectnrem23hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 24.5 Hertz,spectnrem24point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 24.0 Hertz,spectnrem24hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 25.0 Hertz,spectnrem25hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 2.5 Hertz,spectnrem2point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 2.0 Hertz,spectnrem2hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 3.5 Hertz,spectnrem3point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 3.0 Hertz,spectnrem3hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 4.5 Hertz,spectnrem4point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 4.0 Hertz,spectnrem4hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 5.5 Hertz,spectnrem5point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 5.0 Hertz,spectnrem5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 6.5 Hertz,spectnrem6point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 6.0 Hertz,spectnrem6hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 7.5 Hertz,spectnrem7point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 7.0 Hertz,spectnrem7hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 8.5 Hertz,spectnrem8point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 8.0 Hertz,spectnrem8hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 9.5 Hertz,spectnrem9point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 9.0 Hertz,spectnrem9hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 0.5 Hertz,spectrem0point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 0 Hertz,spectrem0hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 10.5 Hertz,spectrem10point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 10.0 Hertz,spectrem10hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 11.5 Hertz,spectrem11point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 11.0 Hertz,spectrem11hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 12.5 Hertz,spectrem12point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 12.0 Hertz,spectrem12hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 13.5 Hertz,spectrem13point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 13.0 Hertz,spectrem13hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 14.5 Hertz,spectrem14point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 14.0 Hertz,spectrem14hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 15.5 Hertz,spectrem15point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 15.0 Hertz,spectrem15hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 16.5 Hertz,spectrem16point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 16.0 Hertz,spectrem16hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 17.5 Hertz,spectrem17point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 17.0 Hertz,spectrem17hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 18.5 Hertz,spectrem18point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 18.0 Hertz,spectrem18hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 19.5 Hertz,spectrem19point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 19.0 Hertz,spectrem19hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 1.5 Hertz,spectrem1point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 1.0 Hertz,spectrem1hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 20.5 Hertz,spectrem20point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 20.0 Hertz,spectrem20hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 21.5 Hertz,spectrem21point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 21.0 Hertz,spectrem21hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 22.5 Hertz,spectrem22point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 22.0 Hertz,spectrem22hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 23.5 Hertz,spectrem23point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 23.0 Hertz,spectrem23hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 24.5 Hertz,spectrem24point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 24.0 Hertz,spectrem24hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 25.0 Hertz,spectrem25hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 2.5 Hertz,spectrem2point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 2.0 Hertz,spectrem2hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 3.5 Hertz,spectrem3point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 3.0 Hertz,spectrem3hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 4.5 Hertz,spectrem4point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 4.0 Hertz,spectrem4hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 5.5 Hertz,spectrem5point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 5.0 Hertz,spectrem5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 6.5 Hertz,spectrem6point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 6.0 Hertz,spectrem6hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 7.5 Hertz,spectrem7point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 7.0 Hertz,spectrem7hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 8.5 Hertz,spectrem8point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 8.0 Hertz,spectrem8hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 9.5 Hertz,spectrem9point5hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 9.0 Hertz,spectrem9hz,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Sigma band end,spectsigmabandend,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Sigma band start,spectsigmabandstart,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed sigma power density in NREM sleep,spectsigmalognrem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed sigma power density in REM sleep,spectsigmalogrem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed sigma power density in sleep,spectsigmalogsleep,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Sigma power density in NREM sleep,spectsigmanrem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Sigma power density in REM sleep,spectsigmarem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Sigma power density in sleep,spectsigmasleep,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,EEG Signal,spectsignal,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow oscillations band end,spectslowoscbandend,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow oscillations band start,spectslowoscbandstart,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed slow oscillation power density in NREM sleep,spectslowosclognrem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed slow oscillation power density in REM sleep,spectslowosclogrem,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed slow oscillation power density in sleep,spectslowosclogsleep,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow oscillation power density in NREM sleep,spectslowoscnrem,,,,,,,
