category,display_name,id,chat,definition,source,time,method,formula,equipment,link
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 70%,sleepo2lt70,pctsa70h,Percentage of sleep time oxygen saturation is < 70%,CHAT,Baseline/follow-up PSG,Calculated,[(total time oxygen saturation is < 70%) / (total sleep time)] * 100,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 75%,sleepo2lt75,pctsa75,Percentage of sleep time oxygen saturation is <= 75%,CHAT,Baseline/follow-up PSG,Calculated,[(total time oxygen saturation is <= 75%) / (total sleep time)] * 100,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 75%,sleepo2lt75,pctsa75h,Percentage of sleep time oxygen saturation is < 75%,CHAT,Baseline/follow-up PSG,Calculated,[(total time oxygen saturation is < 75%) / (total sleep time)] * 100,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 80%,sleepo2lt80,pctsa80,Percentage of sleep time oxygen saturation is <= 80%,CHAT,Baseline/follow-up PSG,Calculated,[(total time oxygen saturation is <= 80%) / (total sleep time)] * 100,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 80%,sleepo2lt80,pctsa80h,Percentage of sleep time oxygen saturation is < 80%,CHAT,Baseline/follow-up PSG,Calculated,[(total time oxygen saturation is < 80%) / (total sleep time)] * 100,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 85%,sleepo2lt85,pctsa85,Percentage of sleep time oxygen saturation is <= 85%,CHAT,Baseline/follow-up PSG,Calculated,[(total time oxygen saturation is <= 85%) / (total sleep time)] * 100,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 85%,sleepo2lt85,pctsa85h,Percentage of sleep time oxygen saturation is < 85%,CHAT,Baseline/follow-up PSG,Calculated,[(total time oxygen saturation is < 85%) / (total sleep time)] * 100,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 88%,sleepo2lt88,,,,,,,,
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 90%,sleepo2lt90,pctsa90,Percentage of sleep time oxygen saturation is <= 90%,CHAT,Baseline/follow-up PSG,Calculated,[(total time oxygen saturation is <= 90%) / (total sleep time)] * 100,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 90%,sleepo2lt90,pctsa90h,Percentage of sleep time oxygen saturation is < 90%,CHAT,Baseline/follow-up PSG,Calculated,[(total time oxygen saturation is < 90%) / (total sleep time)] * 100,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 92%,sleepo2lt92,pctsa92,Percentage of sleep time oxygen saturation is <= 92%,CHAT,Baseline/follow-up PSG,Calculated,[(total time oxygen saturation is <= 92%) / (total sleep time)] * 100,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 95%,sleepo2lt95,pctsa95,Percentage of sleep time oxygen saturation is <= 95%,CHAT,Baseline/follow-up PSG,Calculated,[(total time oxygen saturation is <= 95%) / (total sleep time)] * 100,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 95%,sleepo2lt95,pctsa95h,Percentage of sleep time oxygen saturation is < 95%,CHAT,Baseline/follow-up PSG,Calculated,[(total time oxygen saturation is < 95%) / (total sleep time)] * 100,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G2 - Sleep Study Data - Oxygen Saturation - Average,Average oxygen saturation during sleep,avgo2duringsleep,sao2nrem,Average oxygen saturation NREM,CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G2 - Sleep Study Data - Oxygen Saturation - Average,Average oxygen saturation during sleep,avgo2duringsleep,sao2rem,Average oxygen saturation REM,CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G2 - Sleep Study Data - Oxygen Saturation - Average,Average oxygen saturation during sleep,avgo2duringsleep,saonrem,Average oxygen saturation (NREM),CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G2 - Sleep Study Data - Oxygen Saturation - Average,Average oxygen saturation during sleep,avgo2duringsleep,saorem,Average oxygen saturation (REM),CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G2 - Sleep Study Data - Oxygen Saturation - Average,Average oxygen saturation during sleep,avgo2duringsleep,saoslp,Average oxygen saturation (sleep),CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G2 - Sleep Study Data - Oxygen Saturation - Average,Average oxygen saturation during sleep,avgo2duringsleep,avgsaominr,Average oxygen saturation (REM),CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G2 - Sleep Study Data - Oxygen Saturation - Average,Average oxygen saturation during sleep,avgo2duringsleep,avgsat,Average oxygen saturation in sleep,CHAT,Baseline/follow-up PSG,Calculated,avgsat = ((avsao2nh) * (tmstg1p+tmstg2p+tmstg34p) + (avsao2rh_holder)*(tmremp))/100;,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G2 - Sleep Study Data - Oxygen Saturation - Average,Average oxygen saturation during sleep,avgo2duringsleep,avsao2nh,Average oxygen saturation during NREM sleep,CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G2 - Sleep Study Data - Oxygen Saturation - Average,Average oxygen saturation during sleep,avgo2duringsleep,avsao2rh,Average oxygen saturation during REM sleep,CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G2 - Sleep Study Data - Oxygen Saturation - Average,Average oxygen saturation with respiratory events,avgo2respevents,,,,,,,,
08G3 - Sleep Study Data - Oxygen Saturation - Nadir,Nadir oxygen saturation during sleep,nadiro2duringsleep,minsaondnrem,Minimum oxygen saturation nadir (NREM),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G3 - Sleep Study Data - Oxygen Saturation - Nadir,Nadir oxygen saturation during sleep,nadiro2duringsleep,minsaondrem,Minimum oxygen saturation nadir  (REM),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G3 - Sleep Study Data - Oxygen Saturation - Nadir,Nadir oxygen saturation during sleep,nadiro2duringsleep,saondnrem,Average oxygen saturation nadir (NREM),CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G3 - Sleep Study Data - Oxygen Saturation - Nadir,Nadir oxygen saturation during sleep,nadiro2duringsleep,saondrem,Average oxygen saturation nadir  (REM),CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G3 - Sleep Study Data - Oxygen Saturation - Nadir,Nadir oxygen saturation with respiratory events,nadiro2respevents,minsaondcaslp,Minimum oxygen saturation nadir associated with central apnea (sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G3 - Sleep Study Data - Oxygen Saturation - Nadir,Nadir oxygen saturation with respiratory events,nadiro2respevents,minsaondoaslp,Minimum oxygen saturation nadir associated with obstructive apnea (sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G3 - Sleep Study Data - Oxygen Saturation - Nadir,Nadir oxygen saturation with respiratory events,nadiro2respevents,saondcaslp,Average oxygen saturation nadir associated with central apnea (sleep),CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G3 - Sleep Study Data - Oxygen Saturation - Nadir,Nadir oxygen saturation with respiratory events,nadiro2respevents,saondoaslp,Average oxygen saturation nadir associated with obstructive apnea (sleep),CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G4 - Sleep Study Data - Oxygen Saturation -  Indices,Oxygen desaturation index,o2desatindex,odi3,Oxygen Desaturation Index at 3% (during sleep time),CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08G4 - Sleep Study Data - Oxygen Saturation -  Indices,Oxygen desaturation index,o2desatindex,odi4,Oxygen Desaturation Index at 4% (during sleep time),CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,bpmavg,Average heart rate,CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,aavbnbh,"Average heart rate with arousal (NREM, Back, all desaturations)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,aavbnoh,"Average heart rate with arousal (NREM, Back, all desaturations)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,aavbrbh,"Average heart rate with arousal (REM, Back, all desaturations)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,aavbroh,"Average heart rate with arousal (REM, Other, all desaturations)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,avghrahslp,Average heart rate associated with apnea and hypopnea (Sleep time onset),CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,davbnbh,"Average heart rate with arousal (NREM, Back, 3% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,davbnoh,"Average heart rate with arousal (NREM, Other, 3% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,davbrbh,"Average heart rate with arousal (REM, Back, 3% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,davbroh,"Average heart rate with arousal (REM, Other, 3% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,havbnbh,"Average heart rate (NREM, Back, 3% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,havbnoh,"Average heart rate (NREM, Other, 3% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,havbrbh,"Average heart rate (NREM, Back, 3% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,havbroh,"Average heart rate (NREM, Other, 3% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,savbnbh,"Average heart rate (NREM, Back, all desaturations)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,savbnoh,"Average heart rate (NREM, Other, all desaturations)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,savbrbh,"Average heart rate (REM, Back, all desaturations)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,savbroh,"Average heart rate (REM, Other, all desaturations)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08I - Sleep Study Data - Electrocardiogram - Arrhythmia,Atrial fibrillation - polysomonogram - paroxysmal,afibpsgparox,,,,,,,,
08I - Sleep Study Data - Electrocardiogram - Arrhythmia,Atrial fibrillation - polysomonogram - persistent,afibpsgpersist,,,,,,,,
08J - Sleep Study Data - Quality,Quality of sleep study,sleepstudyquality,overall,Overall study grade,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,quabdo,Quality of abdominal effort,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,quair,Quality of airflow,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,quc3,Quality of C3,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,quc4,Quality of C4,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,qucan,Quality of cannula,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,qucap,Quality of cap,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,quchest,Quality of chest effort,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,quchin,Quality of chin,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,quco2,Quality of carbon dioxide,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,queogl,Quality of EOG L,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,queogr,Quality of EOG R,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,quf3,Quality of F3,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,quf4,Quality of F4,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,quhr,Quality of hr,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,qulegl,Quality of LegL,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,qulegr,Quality of LegR,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,qum1,Quality of M1,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,qum2,Quality of M2,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,quo1,Quality of O1,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,quo2,Quality of O2,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,quoxim,Quality of oximetry,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,qupsn,Quality of position,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,qupwf,Quality of pleth wave form,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,qusnor,Quality of snore,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,qusum,Quality of SUM,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,qut3,Quality of T3,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,qut4,Quality of T4,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08K - Sleep Study Data - End Tidal CO2,,,,,,,,,,
10 - Sleep Symptoms,Early morning awakening,earlyawakening,,,,,,,,
10 - Sleep Symptoms,Epworth Sleepiness Scale score,epworthscore,,,,,,,,
10 - Sleep Symptoms,Modified Epworth Sleepiness Scale score,modepworthscore,,,,,,,,
10 - Sleep Symptoms,Pediatric Sleep Questionnaire Sleep-Related Breathing Disorder (PSQ-SRBD) score, psqsrbdscore,totalpsq,Total PSQ score,CHAT,Baseline/follow-up visit,Calculated,totalpsq = 100*( PSL1A + PSL1B + PSL1C + PSL1D + PSL1E + PSL2 + PSL3A + PSL3B + PSL3C + PSL4A + PSL4B + PSL5 + PSL6 + PSL7 + PSL8 + PSL9 + PSL10A + PSL10B + PSL10C + PSL10D + PSL10E + PSL10F)/(22 - nmiss),Pediatric sleep questionnaire,
10 - Sleep Symptoms,Obstructive Sleep Apnea-18 Assessment Tool score,osa18assessscore,osas18,OSA-18 Survey Score (sum of all 18 resp),CHAT,Baseline/follow-up visit,Reported by parent or guardian,,,
10 - Sleep Symptoms,Obstructive Sleep Apnea-18 Assessment Tool score,osa18assessscore,totalosa,OSA-18 Survey Score (sum of all 18 resp),CHAT,Baseline/follow-up visit,Reported by parent or guardian,,,
10 - Sleep Symptoms,Women's Health Initiative Insomnia Rating Scale,whiinitinsomratescale,,,,,,,,
10 - Sleep Symptoms,Pittsburgh Insomnia Rating Scale,pittinsomratescale,,,,,,,,
10 - Sleep Symptoms,Pittsburgh Sleep Quality Index,pittsleepqualindex,,,,,,,,
10 - Sleep Symptoms,Insomnia Severity Index,insomseverindex,,,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,,,,,,,,
10 - Sleep Symptoms,Problems falling asleep,probfallasleep,,,,,,,,
10 - Sleep Symptoms,Problems staying asleep,probstayasleep,slh5c_fu,Frequent awakenings?,CHAT ,Follow-up visit,Reported by parent or guardian,,Pediatric sleep questionnaire,
10 - Sleep Symptoms,Problems staying asleep,probstayasleep,slh6d,"Frequent tossing, turning, or thrashing?",CHAT,Baseline visit,Reported by parent or guardian,,Pediatric sleep questionnaire,
10 - Sleep Symptoms,Unrefreshed sleep,unrefreshsleep,,,,,,,,
10A - Sleep Symptoms - Snoring,Habitual snoring,habitsnoring,slh2,Has your child snored in the last month?,CHAT ,Baseline/follow-up visit,Reported by parent or guardian,,Pediatric sleep questionnaire,
10A - Sleep Symptoms - Snoring,Habitual snoring,habitsnoring,slh2d,Was your child's snoring so loud it disturbed others?,CHAT ,Baseline/follow-up visit,Reported by parent or guardian,,Pediatric sleep questionnaire,
10A - Sleep Symptoms - Snoring,Habitual snoring,habitsnoring,slh3b,Has your child's snoring EVER been so loud it disturbed others?,CHAT ,Baseline visit,Reported by parent or guardian,,Pediatric sleep questionnaire,
10A - Sleep Symptoms - Snoring,Habitual snoring - frequency,habitsnoringfreq,slh2a,How often has your child experienced loud snoring during sleep?,CHAT ,Baseline/follow-up visit,Reported by parent or guardian,,Pediatric sleep questionnaire,
10A - Sleep Symptoms - Gasping,Snoring/gasping/stopping breathing,snoringgasping,slh3_fu,Do you watch your child while they are asleep because you are afraid about their breathing?,CHAT ,Follow-up visit,Reported by parent or guardian,,Pediatric sleep questionnaire,
10A - Sleep Symptoms - Gasping,Snoring/gasping/stopping breathing,snoringgasping,slh4,Do you watch your child while they are asleep because you are afraid about their breathing?,CHAT ,Baseline visit,Reported by parent or guardian,,Pediatric sleep questionnaire,
10A - Sleep Symptoms - Gasping,Snoring/gasping/stopping breathing - frequency,snoringgaspingfreq,,,,,,,,
11 - Other Symptoms,Chronic cough,chroniccough,,,,,,,,
11 - Other Symptoms,Nocturnal wheezing,noctwheez,,,,,,,,
11 - Other Symptoms,Persistent wheezing,persistwheez,slh5b_fu,Chest is wheezy or whistling,CHAT ,Follow-up visit,Reported by parent or guardian,,Pediatric sleep questionnaire,
11 - Other Symptoms,Persistent wheezing,persistwheez,slh6b,Wheezy or whistling chest?,CHAT ,Baseline visit,Reported by parent or guardian,,Pediatric sleep questionnaire,
12 - Adjudicated Events,Atrial fibrillation - adjudicated event,afibadjud,,,,,,,,
12 - Adjudicated Events,Congestive heart failure - adjudicated event,chfadjud,,,,,,,,
12 - Adjudicated Events,Myocardial infarction - adjudicated event,miadjud,,,,,,,,
12 - Adjudicated Events,Stroke - adjudicated event,strokeadju,,,,,,,,
12 - Adjudicated Events,All cause hospitalization - adjudicated event,hospadju,,,,,,,,
12 - Adjudicated Events,Cardiovascular disease hospitalization - adjudicated event,cvhospadju,,,,,,,,
12 - Adjudicated Events,"Revascularization (PTCA, CABG) - adjudicated event",revascadju,,,,,,,,
12 - Adjudicated Events,Cardiac arrest - adjudicated event,cardarrestadju,,,,,,,,
13 - Spirometry,FEV1,fev1,,,,,,,,
13 - Spirometry,FEV1/FVC,fev1fvcratio,,,,,,,,
13 - Spirometry,FVC,fvc,,,,,,,,
13 - Spirometry,Percent predicted FEV1,percentpredfev1,,,,,,,,
13 - Spirometry,Percent predicted FVC,percentpredfvc,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Capnograph type,capnotype,capnotype,Capnograph type,CHAT ,Baseline/follow-up PSG,Derived,,"Capnograph - (Novametrix, BCI)",
08K - Sleep Study Data - End-Tidal CO2,Hours of usable CO2,hoursco2,co2dur,Hours of usable carbon dioxide,CHAT,Baseline/follow-up PSG,Coded by scorer,,CHAT PSG QS form,
08K - Sleep Study Data - End-Tidal CO2,Average end-tidal CO2 - NREM,avgco2nrem,rco2avgnr,Average end-tidal carbon dioxide in NREM,CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
