category,display_name,id,mros,definition,source,time,method,formula,equipment,link
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,eppub,How likely are you to doze off or fall asleep sitting inactive in a public place (e.g. a theater or a meeting)?,MrOS,In Clinic Vistit 1/In Clinic Visit 2,Reported by subject,,Clinic Interview Form (MrOS 1/MrOS 2),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,epread,How likely are you to doze off or fall asleep sitting and reading?,MrOS,In Clinic Vistit 1/In Clinic Visit 2,Reported by subject,,Clinic Interview Form (MrOS 1/MrOS 2),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,eprest,How likely are you to doze off or fall asleep lying down to rest in the afternoon when circumstances permit?,MrOS,In Clinic Vistit 1/In Clinic Visit 2,Reported by subject,,Clinic Interview Form (MrOS 1/MrOS 2),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,eptalk,How likely are you to doze off or fall asleep sitting and talking to someone?,MrOS,In Clinic Vistit 1/In Clinic Visit 2,Reported by subject,,Clinic Interview Form (MrOS 1/MrOS 2),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,eptraf,"How likely are you to doze off or fall asleep in a car, while stopped for a few minutes in traffic?",MrOS,In Clinic Vistit 1/In Clinic Visit 2,Reported by subject,,Clinic Interview Form (MrOS 1/MrOS 2),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,eptv,How likely are you to doze off or fall asleep watching TV?,MrOS,In Clinic Vistit 1/In Clinic Visit 2,Reported by subject,,Clinic Interview Form (MrOS 1/MrOS 2),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fosoact1,Do you have difficulty being as active as you want to be in the evening because you are sleep or tired?,MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fosoact2,Do you have difficulty being as active as you want to be in the morning because you are sleepy or tired?,MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fosoact3,Do you have difficulty being as active as you want to be in the afternoon because you are sleepy or tired?,MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fosoconc,Do you have difficulty enjoying a concert because you become sleepy or tired?,MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fosocoth,Do you have difficulty concentrating on the things you do because you are sleepy or tired?,MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fosodriv,Do you have difficulty getting things done because you are too sleepy to drive or take public transportation?,MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fosofam,Do you have difficulty doing things for your family or friends because you are too sleepy or tired?,MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fosofam1,"Has your relationship with family, friends or work colleagues been affected because you are sleepy or tired?",MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fosofin,"Do you have difficulty taking care of financial affairs and doing paperwork (for example, writing checks, paying bills, keeling financial records, filling out tax forms, etc.) because you are sleepy or tired?",MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fosohob,"Do you have difficulty working on a hobby (for example, sewing, collecting, gardening) because you are sleepy or tired?",MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fosohous,"Do you have difficulty doing work around the house (for example, cleaning house, doing laundry, taking out the trash, repair work) because you are sleepy or tired?",MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fosomeal,Do you have difficulty finishing a meal because you become sleepy or tired?,MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fosomot1,Do you have difficulty operating a motor vehicle for short distances (less than 100 miles) because you are sleepy or tired?,MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fosomot2,Do you have difficulty operating a motor vehicle for long distances (greater than 100 miles) because you are sleepy or tired?,MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fosomov,Do you have difficulty watching a movie or videotape because you become sleepy or tired?,MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fosopace,Do you have difficulty keeping pace with others your own age because you are sleepy or tired?,MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fosophon,Do you have difficulty maintaining a telephone conversation because you become sleepy or tired?,MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fosorelg,"Do you have difficulty participating in religious services, meetings or a group or club because you are sleepy or tired?",MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fosorem,Do you generally have difficulty remembering things because you are sleepy or tired?,MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fosospor,Do you have difficulty exercising or participating in sporting activity because you are too sleepy or tired?,MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fosothea,Do you have difficulty enjoying the theater or a lecture because you become sleepy or tired?,MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fosotv,Do you have difficulty watching television because you are sleepy or tired?,MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fosovis1,Do you have difficulty visiting with your family or friends in your home because you become sleepy or tired?,MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fosovis2,Do you have difficulty visiting with your family or friends in their home because you become sleepy or tired?,MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,fosowork,Do you have difficulty performing employed or volunteer work because you are sleepy or tired?,MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,slnap,Do you take naps regularly??,MrOS,In Clinic Visit 1,Reported by subject,,Clinic Interview Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,slnapdly,Takes daily naps,MrOS,In Clinic Visit 1,Reported by subject,,Clinic Interview Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,slnapdy,How many days per week do you usually nap?,MrOS,In Clinic Visit 1,Reported by subject,,Clinic Interview Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,slnaphr,"On average, how many hours do you nap each time?",MrOS,In Clinic Visit 1,Reported by subject,,Clinic Interview Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,slnaphwk,Number of hours napping per week,MrOS,In Clinic Visit 1,Reported by subject,,Clinic Interview Form (MrOS 1),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,sloftn,Have you been feeling unusually tired?,MrOS,In Clinic Visit 2,Reported by subject,,Clinic Interview Form (MrOS 2),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,slprintr,"To what extent do you consider your sleep problem to interfere with your daily functioning (e.g., daytime fatigue, ability to function at work/daily chores, concentration, memory, mood, etc.)?",MrOS,In Clinic Visit 2,Reported by subject,,Clinic Interview Form (MrOS 2),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,slprnotc,How noticeable to others do you think your sleeping problem is in terms of impairing the quality of your life?,MrOS,In Clinic Visit 2,Reported by subject,,Clinic Interview Form (MrOS 2),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,slprworr,How worried/distressed are you about your sleep problem?,MrOS,In Clinic Visit 2,Reported by subject,,Clinic Interview Form (MrOS 2),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,slslplev,"During the past month, how sleepy did you feel during the day?",MrOS,In Clinic Visit 2,Reported by subject,,Clinic Interview Form (MrOS 2),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,sltire,"In the past month, on the average, have you been feeling unusually tired during the day?",MrOS,In Clinic Visit 2,Reported by subject,,Clinic Interview Form (MrOS 2),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,sltirlev,"During the past month, how tired did you feel?",MrOS,In Clinic Visit 2,Reported by subject,,Clinic Interview Form (MrOS 2),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,pqptrbsa,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",MrOS,In Clinic Vistit 1/In Clinic Visit 2,Reported by subject,,Sleep Habits Form (MrOS1/MrOS 2),
10 - Sleep Symptoms,Problems falling asleep,probfallasleep,slfalslp,Difficulty falling asleep in the last month?,MrOS,In Clinic Visit 2,Reported by subject,,Clinic Interview Form (MrOS 2),
10 - Sleep Symptoms,Problems falling asleep,probfallasleep,slsatpat,How satisfied/dissatisfied are you with your current sleep pattern?,MrOS,In Clinic Visit 2,Reported by subject,,Clinic Interview Form (MrOS 2),
10 - Sleep Symptoms,Problems falling asleep,probfallasleep,pqp30m,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",MrOS,In Clinic Vistit 1/In Clinic Visit 2,Reported by subject,,Sleep Habits Form (MrOS1/MrOS 2),
10 - Sleep Symptoms,Problems staying asleep,probstayasleep,slstyslp,Difficulty staying sleep in the last month?,MrOS,In Clinic Visit 2,Reported by subject,,Clinic Interview Form (MrOS 2),
10 - Sleep Symptoms,Problems staying asleep,probstayasleep,slsatpat,How satisfied/dissatisfied are you with your current sleep pattern?,MrOS,In Clinic Visit 2,Reported by subject,,Clinic Interview Form (MrOS 2),
10 - Sleep Symptoms,Unrefreshed sleep,unrefreshsleep,slsatpat,How satisfied/dissatisfied are you with your current sleep pattern?,MrOS,In Clinic Visit 2,Reported by subject,,Clinic Interview Form (MrOS 2),
10 - Sleep Symptoms,Unrefreshed sleep,unrefreshsleep,slslphnd,How many hours of sleep do you need each night to feel rested?,MrOS,In Clinic Visit 1,Reported by subject,,Clinic Interview Form (MrOS 1),
10A - Sleep Symptoms - Snoring,Habitual snoring,habitsnoring,,,,,,,,
10A - Sleep Symptoms - Snoring,Habitual snoring - frequency,habitsnoringfreq,pqbploud,Please ask you bed partner or roommate how often in the past month you have had lour snoring,MrOS,In Clinic Vistit 1/In Clinic Visit 2,Reported by subject,,Sleep Habits Form (MrOS1/MrOS 2),
10A - Sleep Symptoms - Gasping,Snoring/gasping/stopping breathing,snoringgasping,,,,,,,,
10A - Sleep Symptoms - Gasping,Snoring/gasping/stopping breathing - frequency,snoringgaspingfreq,poxsbre,"During the past month, how often have you had trouble sleeping because of shortness of breath?",MrOS,In Clinic Vistit 1/In Clinic Visit 2,Reported by subject,,PSG Morning Survey Form (MrOS 1/MrOS 2),
10A - Sleep Symptoms - Gasping,Snoring/gasping/stopping breathing - frequency,snoringgaspingfreq,poxsnort,"During the past month, how often have you had trouble sleeping because of snorting or gasping?",MrOS,In Clinic Vistit 1/In Clinic Visit 2,Reported by subject,,PSG Morning Survey Form (MrOS 1/MrOS 2),
10A - Sleep Symptoms - Gasping,Snoring/gasping/stopping breathing - frequency,snoringgaspingfreq,pqbppaus,Please ask your bed partner or roommate how often in the past month you have had long pauses between breaths while asleep,MrOS,In Clinic Vistit 1/In Clinic Visit 2,Reported by subject,,Sleep Habits Form (MrOS1/MrOS 2),
10A - Sleep Symptoms - Gasping,Snoring/gasping/stopping breathing - frequency,snoringgaspingfreq,pqpbrea,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",MrOS,In Clinic Vistit 1/In Clinic Visit 2,Reported by subject,,Sleep Habits Form (MrOS1/MrOS 2),
10A - Sleep Symptoms - Gasping,Snoring/gasping/stopping breathing - frequency,snoringgaspingfreq,pqpsnor,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",MrOS,In Clinic Vistit 1/In Clinic Visit 2,Reported by subject,,Sleep Habits Form (MrOS1/MrOS 2),
11 - Other Symptoms,Chronic cough,chroniccough,poxcough,"During the past month, how often have you had trouble sleeping because of coughing?",MrOS,In Clinic Vistit 1/In Clinic Visit 2,Reported by subject,,PSG Morning Survey Form (MrOS 1/MrOS 2),
11 - Other Symptoms,Chronic cough,chroniccough,pqpsnor,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",MrOS,In Clinic Vistit 1/In Clinic Visit 2,Reported by subject,,Sleep Habits Form (MrOS1/MrOS 2),
11 - Other Symptoms,Nocturnal wheezing,noctwheez,,,,,,,,
11 - Other Symptoms,Persistent wheezing,persistwheez,,,,,,,,
12 - Adjudicated Events,Atrial fibrillation - adjudicated event,afibadjud,,,,,,,,
12 - Adjudicated Events,Congestive heart failure - adjudicated event,chfadjud,,,,,,,,
12 - Adjudicated Events,Myocardial infarction - adjudicated event,miadjud,,,,,,,,
12 - Adjudicated Events,Stroke - adjudicated event,strokeadju,,,,,,,,
12 - Adjudicated Events,All cause hospitalization - adjudicated event,hospadju,,,,,,,,
12 - Adjudicated Events,Cardiovascular disease hospitalization - adjudicated event,cvhospadju,,,,,,,,
12 - Adjudicated Events,"Revascularization (PTCA, CABG) - adjudicated event",revascadju,,,,,,,,
12 - Adjudicated Events,Cardiac arrest - adjudicated event,cardarrestadju,,,,,,,,
13 - Spirometry,FEV1,fev1,,,,,,,,
13 - Spirometry,FEV1/FVC,fev1fvcratio,,,,,,,,
13 - Spirometry,FVC,fvc,,,,,,,,
13 - Spirometry,Percent predicted FEV1,percentpredfev1,,,,,,,,
13 - Spirometry,Percent predicted FVC,percentpredfvc,,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - General Conceptual Ability Score,nepsygcas,,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Phonological Processing,nepsypp,,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Tower,nepsyt,,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Auditory Attention and Response Set,nepsyaars,,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Speeded Naming,nepsysn,,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Visual Attention,nepsyva,,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Comprehension of Instructions,nepsycoi,,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Attention/Executive Function Domain Score,nepsyaefds,,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Language Domain Score,nepsylds,,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Arrows,nepsya,,,,,,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Inhibition Naming,nepsy2in,,,,,,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Inhibition-Inhibition,nepsy2ii,,,,,,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Inhibition-Switching,nepsy2is,,,,,,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Contrast between Inhibition Naming vs. Inhibition-Inhibition,nepsy2continvsii,,,,,,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Contrast between Inhibition-Inhibition vs. Inhibition-Switching,nepsy2contiivsis,,,,,,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Inhibition Total Errors,nepsy2ite,,,,,,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Semantic Condition,nepsy2sc,,,,,,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Initial Letter Condition,nepsy2ilc,,,,,,,,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Contrast between Semantic Condition vs. Initial Letter Condition,nepsy2contscvsilc,,,,,,,,
14 - Neurocognitive Testing/Purdue Pegboard,Purdue Pegboard - Dominant Hand,purduepegdh,,,,,,,,
14 - Neurocognitive Testing/Purdue Pegboard,Purdue Pegboard - Nondominant Hand,purduepegnh,,,,,,,,
14 - Neurocognitive Testing/Purdue Pegboard,Purdue Pegboard - Both Hands,purduepegbh,,,,,,,,
14 - Neurocognitive Testing/VMI,Developmental Test of Visual-Motor Integration (VMI),vmi,,,,,,,,
14 - Neurocognitive Testing/Conner's Rating Scale,Conners' Rating Scale - Caregiver - Long Version Global Index T Score,connerscarelvgitscore,,,,,,,,
14 - Neurocognitive Testing/Conner's Rating Scale,Conners' Rating Scale - Teacher - Long Version Global Index T Score,connersteachlvgitscore,,,,,,,,
14 - Neurocognitive Testing/BRIEF,Behavior Rating of Executive Function (BRIEF) - Caregiver - Global Excecutive Composite T Score,briefcaregectscore,,,,,,,,
14 - Neurocognitive Testing/BRIEF,Behavior Rating of Executive Function (BRIEF) - Teacher - Global Excecutive Composite T Score,briefteachgectscore,,,,,,,,
14 - Neurocognitive Testing/PedsQL,Pediatric Quality of Life Inventory (PedsQL) Score,pedsql,,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Recall of Designs,das2rod,,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Word Definitions,das2wd,,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Pattern Construction,das2pc,,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Matrices,das2m,,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Verbal Similarities,das2vs,,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Sequential and Quantitative Reasoning,das2saqr,,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Verbal Composite,das2vc,,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Nonverbal Reasoning Composite,das2nrc,,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Spatial Composite,das2sc,,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - General Cognitive Ability ,das2gca,,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Special Nonverbal Composite ,das2snc,,,,,,,,
14 - Neurocognitive Testing/WRAML2,"Wide Range Assessment of Memory and Learning, Second Edition (WRAML2) - Verbal Learning",wraml2vl,,,,,,,,
14 - Neurocognitive Testing/WRAML2,"Wide Range Assessment of Memory and Learning, Second Edition (WRAML2) - Verbal Learning Recall",wraml2vlrecall,,,,,,,,
14 - Neurocognitive Testing/WRAML2,"Wide Range Assessment of Memory and Learning, Second Edition (WRAML2) - Verbal Learning Recognition",wraml2vlrecog,,,,,,,,
15 - Imaging,Echocardiogram,ech,,,,,,,,
15 - Imaging,Cardiac MRI,cardmri,,,,,,,,
15 - Imaging,Coronary calcium scan,coroncalcscan,,,,,,,,
15 - Imaging,Carotid ultrasound - plaque,carotidusplaque,,,,,,,,
15 - Imaging,Carotid ultrasound - intima media thickness,carotidusimt,,,,,,,,
15 - Imaging,Lung volume assessment,lungvolassess,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Alpha band end,spectalphabandend,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Alpha band start,spectalphabandstart,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed alpha power density in NREM sleep,spectalphalognrem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed alpha power density in REM sleep,spectalphalogrem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed alpha power density in sleep,spectalphalogsleep,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Alpha power density in NREM sleep,spectalphanrem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Alpha power density in REM sleep,spectalpharem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Alpha power density in sleep,spectalphasleep,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Beta band end,spectbetabandend,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Beta band start,spectbetabandstart,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed beta power density in NREM sleep,spectbetalognrem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed beta power density in REM sleep,spectbetalogrem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed beta power density in sleep,spectbetalogsleep,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Beta power density in NREM sleep,spectbetanrem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Beta power density in REM sleep,spectbetarem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Beta power density in sleep,spectbetasleep,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Delta band end,spectdeltabandend,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Delta band start,spectdeltabandstart,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed delta power density in NREM sleep,spectdeltalognrem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed delta power density in REM sleep,spectdeltalogrem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed delta power density in sleep,spectdeltalogsleep,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Delta power density in NREM sleep,spectdeltanrem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Delta power density in REM sleep,spectdeltarem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Delta power density in sleep,spectdeltasleep,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Fast sigma band end,spectfastsigmabandend,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Fast sigma band start,spectfastsigmabandstart,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed fast sigma power density in NREM sleep,spectfastsigmalognrem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed fast sigma power density in REM sleep,spectfastsigmalogrem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed fast sigma power density in sleep,spectfastsigmalogsleep,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Fast sigma power density in NREM sleep,spectfastsigmanrem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Fast sigma power density in REM sleep,spectfastsigmarem,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Fast sigma power density in sleep,spectfastsigmasleep,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 0.5 Hertz,spectnrem0point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 0 Hertz,spectnrem0hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 10.5 Hertz,spectnrem10point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 10.0 Hertz,spectnrem10hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 11.5 Hertz,spectnrem11point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 11.0 Hertz,spectnrem11hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 12.5 Hertz,spectnrem12point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 12.0 Hertz,spectnrem12hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 13.5 Hertz,spectnrem13point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 13.0 Hertz,spectnrem13hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 14.5 Hertz,spectnrem14point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 14.0 Hertz,spectnrem14hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 15.5 Hertz,spectnrem15point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 15.0 Hertz,spectnrem15hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 16.5 Hertz,spectnrem16point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 16.0 Hertz,spectnrem16hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 17.5 Hertz,spectnrem17point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 17.0 Hertz,spectnrem17hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 18.5 Hertz,spectnrem18point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 18.0 Hertz,spectnrem18hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 19.5 Hertz,spectnrem19point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 19.0 Hertz,spectnrem19hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 1.5 Hertz,spectnrem1point5hz,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 1.0 Hertz,spectnrem1hz,,,,,,,,
