category,display_name,id,mesa,definition,source,time,method,formula,equipment,link
08L - Sleep Study Data - Actigraphy,Actigraphy Report: Mean Mid-Sleep Time Weekend Std Dev,smidslptend5,smidslptend5,,,,,,,
08L - Sleep Study Data - Actigraphy,Actigraphy Report: Mean Wake Time,mwaket5,mwaket5,,,,,,,
08L - Sleep Study Data - Actigraphy,Actigraphy Report: Mean Wake Time Weekdays,mwaketwk5,mwaketwk5,,,,,,,
08L - Sleep Study Data - Actigraphy,Actigraphy Report: Mean Wake Time Weekend,mwaketend5,mwaketend5,,,,,,,
08L - Sleep Study Data - Actigraphy,Actigraphy Report: Number Of Weekday Days Efficiency,neffwk5,neffwk5,,,,,,,
08L - Sleep Study Data - Actigraphy,Actigraphy Report: Number Of Weekday Days Sleep,nslpwk5,nslpwk5,,,,,,,
08L - Sleep Study Data - Actigraphy,Actigraphy Report: Number Of Weekend Days Efficiency,neffend5,neffend5,,,,,,,
08L - Sleep Study Data - Actigraphy,Actigraphy Report: Number Of Weekend Days Sleep,nslpend5,nslpend5,,,,,,,
08L - Sleep Study Data - Actigraphy,Actigraphy Report: Std Dev Sleep Sleep Time (Minutes),slptime_std_sleep5,slptime_std_sleep5,,,,,,,
08L - Sleep Study Data - Actigraphy,Actigraphy Report: Weekday Efficiency CV,ceffend5,ceffend5,,,,,,,
08L - Sleep Study Data - Actigraphy,Actigraphy Report: Weekday Efficiency Mean,meffwk5,meffwk5,,,,,,,
08L - Sleep Study Data - Actigraphy,Actigraphy Report: Weekday Efficiency Std Dev,seffwk5,seffwk5,,,,,,,
08L - Sleep Study Data - Actigraphy,Actigraphy Report: Weekday Sleep CV,cslpend5,cslpend5,,,,,,,
08L - Sleep Study Data - Actigraphy,Actigraphy Report: Weekday Sleep Mean,mslpwk5,mslpwk5,,,,,,,
08L - Sleep Study Data - Actigraphy,Actigraphy Report: Weekday Sleep Mean (In Hours),mslpwkhr5,mslpwkhr5,,,,,,,
08L - Sleep Study Data - Actigraphy,Actigraphy Report: Weekday Sleep Std Dev,sslpwk5,sslpwk5,,,,,,,
08L - Sleep Study Data - Actigraphy,Actigraphy Report: Weekend Efficiency CV,ceffwk5,ceffwk5,,,,,,,
08L - Sleep Study Data - Actigraphy,Actigraphy Report: Weekend Efficiency Mean,meffend5,meffend5,,,,,,,
08L - Sleep Study Data - Actigraphy,Actigraphy Report: Weekend Efficiency Std Dev,seffend5,seffend5,,,,,,,
08L - Sleep Study Data - Actigraphy,Actigraphy Report: Weekend Sleep CV,cslpwk5,cslpwk5,,,,,,,
08L - Sleep Study Data - Actigraphy,Actigraphy Report: Weekend Sleep Mean,mslpend5,mslpend5,,,,,,,
08L - Sleep Study Data - Actigraphy,Actigraphy Report: Weekend Sleep Mean (In Hours),mslpendhr5,mslpendhr5,,,,,,,
08L - Sleep Study Data - Actigraphy,Actigraphy Report: Weekend Sleep Std Dev,sslpend5,sslpend5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average 24 Hour Sleep Across All Days (Minutes),avg24hrsleep5,avg24hrsleep5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average 24 Hour Sleep Across All Non-Workday Days (Minutes),avg24hrsleepnw5,avg24hrsleepnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average 24 Hour Sleep Across All Reliable Days (Minutes),avg24hrsleeprd5,avg24hrsleeprd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average 24 Hour Sleep Across All Weekday Days (Minutes),avg24hrsleepwd5,avg24hrsleepwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average 24 Hour Sleep Across All Weekend Days (Minutes),avg24hrsleepwe5,avg24hrsleepwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average 24 Hour Sleep Across All Workday Days (Minutes),avg24hrsleepwo5,avg24hrsleepwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Activity Count Per Minute In Active Intervals Across All Days (Activity Counts),avgactactive5,avgactactive5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Activity Count Per Minute In Main Sleep Periods Across All Days (Activity Counts),avgactmainsleep5,avgactmainsleep5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Activity Count Per Minute In Nap Periods Across All Days (Activity Counts),avgactnaps5,avgactnaps5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Activity Count Per Minute Over 24-Hour Periods Across All Days (Activity Counts),avgact24hr5,avgact24hr5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Blue Light Time Above 1000 Microwatts Per Square Centimeter Threshold Per Day (Minutes),avgbluetalt5,avgbluetalt5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Blue Light Time Above 1000 Microwatts Per Square Centimeter Threshold Per Non-Workday Day (Minutes),avgbluetaltnw5,avgbluetaltnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Blue Light Time Above 1000 Microwatts Per Square Centimeter Threshold Per Reliable Day (Minutes),avgbluetaltrd5,avgbluetaltrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Blue Light Time Above 1000 Microwatts Per Square Centimeter Threshold Per Weekday Day (Minutes),avgbluetaltwd5,avgbluetaltwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Blue Light Time Above 1000 Microwatts Per Square Centimeter Threshold Per Weekend Day (Minutes),avgbluetaltwe5,avgbluetaltwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Blue Light Time Above 1000 Microwatts Per Square Centimeter Threshold Per Workday Day (Minutes),avgbluetaltwo5,avgbluetaltwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Clock Time To Get In Bed For Main Sleep Across All Days (hh:hm:ss),avginbedtime5,avginbedtime5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Clock Time To Get In Bed For Main Sleep Across All Non-Workday Days (hh:hm:ss),avginbedtimenw5,avginbedtimenw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Clock Time To Get In Bed For Main Sleep Across All Reliable Days (hh:hm:ss),avginbedtimerd5,avginbedtimerd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Clock Time To Get In Bed For Main Sleep Across All Weekday Days (hh:hm:ss),avginbedtimewd5,avginbedtimewd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Clock Time To Get In Bed For Main Sleep Across All Weekend Days (hh:hm:ss),avginbedtimewe5,avginbedtimewe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Clock Time To Get In Bed For Main Sleep Across All Workday Days (hh:hm:ss),avginbedtimewo5,avginbedtimewo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Fragmentation Index In Main Sleeps Across All Days (Percent),avgfragmentation5,avgfragmentation5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Fragmentation Index In Main Sleeps Across All Non-Workday Days (Percent),avgfragmentationnw5,avgfragmentationnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Fragmentation Index In Main Sleeps Across All Reliable Days (Percent),avgfragmentationrd5,avgfragmentationrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Fragmentation Index In Main Sleeps Across All Weekday Days (Percent),avgfragmentationwd5,avgfragmentationwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Fragmentation Index In Main Sleeps Across All Weekend Days (Percent),avgfragmentationwe5,avgfragmentationwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Fragmentation Index In Main Sleeps Across All Workday Days (Percent),avgfragmentationwo5,avgfragmentationwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Green Light Time Above 1000 Microwatts Per Square Centimeter Threshold Per Day (Minutes),avggreentalt5,avggreentalt5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Green Light Time Above 1000 Microwatts Per Square Centimeter Threshold Per Non-Workday Day (Minutes),avggreentaltnw5,avggreentaltnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Green Light Time Above 1000 Microwatts Per Square Centimeter Threshold Per Reliable Day (Minutes),avggreentaltrd5,avggreentaltrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Green Light Time Above 1000 Microwatts Per Square Centimeter Threshold Per Weekday Day (Minutes),avggreentaltwd5,avggreentaltwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Green Light Time Above 1000 Microwatts Per Square Centimeter Threshold Per Weekend Day (Minutes),avggreentaltwe5,avggreentaltwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Green Light Time Above 1000 Microwatts Per Square Centimeter Threshold Per Workday Day (Minutes),avggreentaltwo5,avggreentaltwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average In Bed Interval Duration From Main Sleeps Across All Days (Minutes),avginbedduration5,avginbedduration5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average In Bed Interval Duration From Main Sleeps Across All Non-Workday Days (Minutes),avginbeddurationnw5,avginbeddurationnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average In Bed Interval Duration From Main Sleeps Across All Reliable Days (Minutes),avginbeddurationrd5,avginbeddurationrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average In Bed Interval Duration From Main Sleeps Across All Weekday Days (Minutes),avginbeddurationwd5,avginbeddurationwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average In Bed Interval Duration From Main Sleeps Across All Weekend Days (Minutes),avginbeddurationwe5,avginbeddurationwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average In Bed Interval Duration From Main Sleeps Across All Workday Days (Minutes),avginbeddurationwo5,avginbeddurationwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Number Of Naps Per Day When All Naps Are Counted (Naps/Day),avgnnapsall5,avgnnapsall5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Number Of Naps Per Day When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Naps/Day),avgnnapssleep155,avgnnapssleep155,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Number Of Naps Per Day When Only Naps With Some Sleep Are Counted (Naps/Day),avgnnapssleep5,avgnnapssleep5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Number Of Naps Per Non-Workday Day When All Naps Are Counted (Naps),avgnnapsallnw5,avgnnapsallnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Number Of Naps Per Non-Workday Day When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Naps),avgnnapssleep15nw5,avgnnapssleep15nw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Number Of Naps Per Non-Workday Day When Only Naps With Some Sleep Are Counted (Naps),avgnnapssleepnw5,avgnnapssleepnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Number Of Naps Per Reliable Day When All Naps Are Counted (Naps),avgnnapsallrd5,avgnnapsallrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Number Of Naps Per Reliable Day When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Naps),avgnnapssleep15rd5,avgnnapssleep15rd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Number Of Naps Per Reliable Day When Only Naps With Some Sleep Are Counted (Naps),avgnnapssleeprd5,avgnnapssleeprd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Number Of Naps Per Weekday Day When All Naps Are Counted (Naps),avgnnapsallwd5,avgnnapsallwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Number Of Naps Per Weekday Day When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Naps),avgnnapssleep15wd5,avgnnapssleep15wd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Number Of Naps Per Weekday Day When Only Naps With Some Sleep Are Counted (Naps),avgnnapssleepwd5,avgnnapssleepwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Number Of Naps Per Weekend Day When All Naps Are Counted (Naps),avgnnapsallwe5,avgnnapsallwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Number Of Naps Per Weekend Day When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Naps),avgnnapssleep15we5,avgnnapssleep15we5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Number Of Naps Per Weekend Day When Only Naps With Some Sleep Are Counted (Naps),avgnnapssleepwe5,avgnnapssleepwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Number Of Naps Per Workday Day When All Naps Are Counted (Naps),avgnnapsallwo5,avgnnapsallwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Number Of Naps Per Workday Day When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Naps),avgnnapssleep15wo5,avgnnapssleep15wo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Number Of Naps Per Workday Day When Only Naps With Some Sleep Are Counted (Naps),avgnnapssleepwo5,avgnnapssleepwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Red Light Time Above 1000 Microwatts Per Square Centimeter Threshold Per Day (Minutes),avgredtalt5,avgredtalt5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Red Light Time Above 1000 Microwatts Per Square Centimeter Threshold Per Non-Workday Day (Minutes),avgredtaltnw5,avgredtaltnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Red Light Time Above 1000 Microwatts Per Square Centimeter Threshold Per Reliable Day (Minutes),avgredtaltrd5,avgredtaltrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Red Light Time Above 1000 Microwatts Per Square Centimeter Threshold Per Weekday Day (Minutes),avgredtaltwd5,avgredtaltwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Red Light Time Above 1000 Microwatts Per Square Centimeter Threshold Per Weekend Day (Minutes),avgredtaltwe5,avgredtaltwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Red Light Time Above 1000 Microwatts Per Square Centimeter Threshold Per Workday Day (Minutes),avgredtaltwo5,avgredtaltwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Bouts In Main Sleep Periods Across All Days (Sleep Bouts),avgsleepbouts5,avgsleepbouts5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Bouts In Main Sleep Periods Across All Non-Workday Days (Sleep Bouts),avgsleepboutsnw5,avgsleepboutsnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Bouts In Main Sleep Periods Across All Reliable Days (Sleep Bouts),avgsleepboutsrd5,avgsleepboutsrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Bouts In Main Sleep Periods Across All Weekday Days (Sleep Bouts),avgsleepboutswd5,avgsleepboutswd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Bouts In Main Sleep Periods Across All Weekend Days (Sleep Bouts),avgsleepboutswe5,avgsleepboutswe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Bouts In Main Sleep Periods Across All Workday Days (Sleep Bouts),avgsleepboutswo5,avgsleepboutswo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Efficiency In Main Sleeps Across All Days (Percent),avgefficiency5,avgefficiency5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Efficiency In Main Sleeps Across All Non-Workday Days (Percent),avgefficiencynw5,avgefficiencynw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Efficiency In Main Sleeps Across All Reliable Days (Percent),avgefficiencyrd5,avgefficiencyrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Efficiency In Main Sleeps Across All Weekday Days (Percent),avgefficiencywd5,avgefficiencywd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Efficiency In Main Sleeps Across All Weekend Days (Percent),avgefficiencywe5,avgefficiencywe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Efficiency In Main Sleeps Across All Workday Days (Percent),avgefficiencywo5,avgefficiencywo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Maintenance Efficiency In Main Sleeps Across All Days (Percent),avgmainteff5,avgmainteff5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Maintenance Efficiency In Main Sleeps Across All Non-Workday Days (Percent),avgmainteffnw5,avgmainteffnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Maintenance Efficiency In Main Sleeps Across All Reliable Days (Percent),avgmainteffrd5,avgmainteffrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Maintenance Efficiency In Main Sleeps Across All Weekday Days (Percent),avgmainteffwd5,avgmainteffwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Maintenance Efficiency In Main Sleeps Across All Weekend Days (Percent),avgmainteffwe5,avgmainteffwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Maintenance Efficiency In Main Sleeps Across All Workday Days (Percent),avgmainteffwo5,avgmainteffwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Onset Latency Time In Main Sleeps Across All Days In Minutes (Minutes),avgonsetlatency5,avgonsetlatency5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Onset Latency Time In Main Sleeps Across All Non-Workday Days In Minutes (Minutes),avgonsetlatencynw5,avgonsetlatencynw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Onset Latency Time In Main Sleeps Across All Reliable Days In Minutes (Minutes),avgonsetlatencyrd5,avgonsetlatencyrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Onset Latency Time In Main Sleeps Across All Weekday Days (Minutes),avgonsetlatencywd5,avgonsetlatencywd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Onset Latency Time In Main Sleeps Across All Weekend Days In Minutes (Minutes),avgonsetlatencywe5,avgonsetlatencywe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Onset Latency Time In Main Sleeps Across All Workday Days In Minutes (Minutes),avgonsetlatencywo5,avgonsetlatencywo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Period Duration From Main Sleeps Across All Days (Minutes),avgsleepperiodduration5,avgsleepperiodduration5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Period Duration From Main Sleeps Across All Non-Workday Days (Minutes),avgsleepperioddurationnw5,avgsleepperioddurationnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Period Duration From Main Sleeps Across All Reliable Days (Minutes),avgsleepperioddurationrd5,avgsleepperioddurationrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Period Duration From Main Sleeps Across All Weekday Days (Minutes),avgsleepperioddurationwd5,avgsleepperioddurationwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Period Duration From Main Sleeps Across All Weekend Days (Minutes),avgsleepperioddurationwe5,avgsleepperioddurationwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Period Duration From Main Sleeps Across All Workday Days (Minutes),avgsleepperioddurationwo5,avgsleepperioddurationwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Main Sleep Periods Across All Days (Minutes),avgmainsleep5,avgmainsleep5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Main Sleep Periods Across All Non-Workday Days (Minutes),avgmainsleepnw5,avgmainsleepnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Main Sleep Periods Across All Reliable Days (Minutes),avgmainsleeprd5,avgmainsleeprd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Main Sleep Periods Across All Weekday Days (Minutes),avgmainsleepwd5,avgmainsleepwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Main Sleep Periods Across All Weekend Days (Minutes),avgmainsleepwe5,avgmainsleepwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Main Sleep Periods Across All Workday Days (Minutes),avgmainsleepwo5,avgmainsleepwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Naps Per Day Across All Days In The Recording When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Minutes/Day),avgsleepnapdaily155,avgsleepnapdaily155,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Naps Per Day Across All Days In The Recording When Only Naps With Some Sleep Are Counted (Minutes/Day),avgsleepnapdaily5,avgsleepnapdaily5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Naps Per Day Across All Non-Workday Days In The Recording When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Minutes),avgsleepnapdaily15nw5,avgsleepnapdaily15nw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Naps Per Day Across All Non-Workday Days In The Recording When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapdailynw5,avgsleepnapdailynw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Naps Per Day Across All Reliable Days In The Recording When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Minutes),avgsleepnapdaily15rd5,avgsleepnapdaily15rd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Naps Per Day Across All Reliable Days In The Recording When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapdailyrd5,avgsleepnapdailyrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Naps Per Day Across All Weekday Days In The Recording When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Minutes),avgsleepnapdaily15wd5,avgsleepnapdaily15wd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Naps Per Day Across All Weekend Days In The Recording When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Minutes),avgsleepnapdaily15we5,avgsleepnapdaily15we5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Naps Per Day Across All Weekend Days In The Recording When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapdailywe5,avgsleepnapdailywe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Naps Per Day Across All Workday Days In The Recording When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Minutes),avgsleepnapdaily15wo5,avgsleepnapdaily15wo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Naps Per Day Across All Workday Days In The Recording When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapdailywo5,avgsleepnapdailywo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Naps Per Weekday Day Across All Weekday Days In The Recording When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapdailywd5,avgsleepnapdailywd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Nap Across Reliable Days When All Naps Are Counted (Minutes),avgsleepnapsallrd5,avgsleepnapsallrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Nap Across Reliable Days When Only Naps With >=15 Minutes Of Sleep Time Are Counted  (Minutes),avgsleepnapssleep15rd5,avgsleepnapssleep15rd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Nap Across Reliable Days When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapssleeprd5,avgsleepnapssleeprd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Nap When All Naps Are Counted (Minutes),avgsleepnapsall5,avgsleepnapsall5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Nap When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Minutes),avgsleepnapssleep155,avgsleepnapssleep155,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Nap When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapssleep5,avgsleepnapssleep5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Non-Workday Nap When All Naps Are Counted (Minutes),avgsleepnapsallnw5,avgsleepnapsallnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Non-Workday Nap When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Minutes),avgsleepnapssleep15nw5,avgsleepnapssleep15nw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Non-Workday Nap When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapssleepnw5,avgsleepnapssleepnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Weekday Nap When All Naps Are Counted (Minutes),avgsleepnapsallwd5,avgsleepnapsallwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Weekday Nap When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Minutes),avgsleepnapssleep15wd5,avgsleepnapssleep15wd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Weekday Nap When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapssleepwd5,avgsleepnapssleepwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Weekend Nap When All Naps Are Counted (Minutes),avgsleepnapsallwe5,avgsleepnapsallwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Weekend Nap When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Minutes),avgsleepnapssleep15we5,avgsleepnapssleep15we5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Weekend Nap When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapssleepwe5,avgsleepnapssleepwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Workday Nap When All Naps Are Counted (Minutes),avgsleepnapsallwo5,avgsleepnapsallwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Workday Nap When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Minutes),avgsleepnapssleep15wo5,avgsleepnapssleep15wo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Workday Nap When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapssleepwo5,avgsleepnapssleepwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between In Bed And Out Of Bed Times (hh:hm:ss),avgrestmidpoint5,avgrestmidpoint5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between In Bed And Out Of Bed Times Across Reliable Days (hh:hm:ss),avgrestmidpointrd5,avgrestmidpointrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Non-Workday In Bed And Out Of Bed Times (hh:hm:ss),avgrestmidpointnw5,avgrestmidpointnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Non-Workday Sleep Onset And Sleep Offset Times (hh:hm:ss),avgsleepmidpointnw5,avgsleepmidpointnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Sleep Onset And Sleep Offset Times (hh:hm:ss),avgsleepmidpoint5,avgsleepmidpoint5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Sleep Onset And Sleep Offset Times Across Reliable Days (hh:hm:ss),avgsleepmidpointrd5,avgsleepmidpointrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Weekday In Bed And Out Of Bed Times (hh:hm:ss),avgrestmidpointwd5,avgrestmidpointwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Weekday Sleep Onset And Sleep Offset Times (hh:hm:ss),avgsleepmidpointwd5,avgsleepmidpointwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Weekend In Bed And Out Of Bed Times (hh:hm:ss),avgrestmidpointwe5,avgrestmidpointwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Weekend Sleep Onset And Sleep Offset Times (hh:hm:ss),avgsleepmidpointwe5,avgsleepmidpointwe5,,,,,,,
