category,display_name,id,sof,definition,source,time,method,formula,equipment,link
08C2 - Sleep Study Data - Respiratory - Indices,Central apnea index: 4% desaturation or arousal,cai4percentarousal,cai4pa,Central Apnea index 4% oxygen desaturation or arousal,SOF,Visit 8,Calculated,cai4pa = 60 * ( carba4 + caroa4 + canba4 + canoa4 ) / slpprdp,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C2 - Sleep Study Data - Respiratory - Indices,Obstructive apnea hypopnea index: 4% desaturation,oahi4percent,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Obstructive apnea index: all desaturations,oaiall,oai0p,Obstructive Apnea Index all oxygen desaturations,SOF,Visit 8,Calculated,oai0p = 60 * ( oarbp +  oarop  + oanbp  + oanop ) / slpprdp,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C2 - Sleep Study Data - Respiratory - Indices,Obstructive apnea index: 4% desaturation,oai4percent,oai4p,Obstructive Apnea Index 4% oxygen desaturation,SOF,Visit 8,Calculated,oai4p = 60 * ( oarbp4 + oarop4 + oanbp4 + oanop4 ) / slpprdp,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C2 - Sleep Study Data - Respiratory - Indices,Obstructive apnea index: 4% desaturation or arousal,oai4percentarousal,oai4pa,Obstructive Apnea Index 4% oxygen desaturation or arousal,SOF,Visit 8,Calculated,oai4pa = 60 * ( oarba4 + oaroa4 + oanba4 + oanoa4 ) / slpprdp,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: all desaturations,rdiall,rdi0p,Overall RDI all oxygen desaturations,SOF,Visit 8,Calculated,rdi0p = 60 * ( hrembp + hrop + hnrbp + hnrop + carbp + carop + canbp + canop + oarbp + oarop + oanbp + oanop ) / slpprdp,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: all desaturations or arousal,rdiallarousal,rdi0pa,Overall RDI all oxygen desaturations or arousal,SOF,Visit 8,Calculated,rdi0pa = 60 * ( hremba + hroa + hnrba + hnroa + carba + caroa + canba + canoa + oarba + oaroa + oanba + oanoa ) / slpprdp,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: 2% desaturation,rdi2percent,rdi2p,Overall RDI at 2% oxygen desaturation,SOF,Visit 8,Calculated,rdi2p = 60 * ( hrembp2 + hrop2 + hnrbp2 + hnrop2 + carbp2 + carop2 + canbp2 + canop2 + oarbp2 + oarop2 + oanbp2 + oanop2 ) / slpprdp,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: 2% desaturation or arousal,rdi2percentarousal,rdi2pa,Overall RDI at 2% oxygen desaturation or arousal,SOF,Visit 8,Calculated,rdi2pa = 60 * ( hremba2 + hroa2 + hnrba2 + hnroa2 + carba2 + caroa2 + canba2 + canoa2 + oarba2 + oaroa2 + oanba2 + oanoa2 ) / slpprdp,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: 3% desaturation,rdi3percent,rdi3p,Overall RDI at 3% oxygen desaturation,SOF,Visit 8,Calculated,rdi3p = 60 * ( hrembp3 + hrop3 + hnrbp3 + hnrop3 + carbp3 + carop3 + canbp3 + canop3 + oarbp3 + oarop3 + oanbp3 + oanop3 ) / slpprdp,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: 3% desaturation or arousal,rdi3percentarousal,rdi3pa,Overall RDI at 3% oxygen desaturation or arousal,SOF,Visit 8,Calculated,rdi3pa = 60 * ( hremba3 + hroa3 + hnrba3 + hnroa3 + carba3 + caroa3 + canba3 + canoa3 + oarba3 + oaroa3 + oanba3 + oanoa3 ) / slpprdp,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: 4% desaturation,rdi4percent,rdi4p,Overall RDI at 4% oxygen desaturation,SOF,Visit 8,Calculated,rdi4p = 60 * ( hrembp4 + hrop4 + hnrbp4 + hnrop4 + carbp4 + carop4 + canbp4 + canop4 + oarbp4 + oarop4 + oanbp4 + oanop4 ) / slpprdp,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: 4% desaturation or arousal,rdi4percentarousal,rdi4pa,Overall RDI at 4% oxygen desaturation or arousal,SOF,Visit 8,Calculated,rdi4pa = 60 * ( hremba4 + hroa4 + hnrba4 + hnroa4 + carba4 + caroa4 + canba4 + canoa4 + oarba4 + oaroa4 + oanba4 + oanoa4 ) / slpprdp,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: 5% desaturation,rdi5percent,rdi5p,Overall RDI at 5% oxygen desaturation,SOF,Visit 8,Calculated,rdi5p = 60 * ( hrembp5 + hrop5 + hnrbp5 + hnrop5 + carbp5 + carop5 + canbp5 + canop5 + oarbp5 + oarop5 + oanbp5 + oanop5 ) / slpprdp,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: 5% desaturation or arousal,rdi5percentarousal,rdi5pa,Overall RDI at 5% oxygen desaturation or arousal,SOF,Visit 8,Calculated,rdi5pa = 60 * ( hremba5 + hroa5 + hnrba5 + hnroa5 + carba5 + caroa5 + canba5 + canoa5 + oarba5 + oaroa5 + oanba5 + oanoa5 ) / slpprdp,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: supine: all desaturations,rdisupall,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: supine: 2% desaturation,rdisup2percent,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: supine: 3% desaturation,rdisup3percent,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: supine: 4% desaturation,rdisup4percent,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: supine: 5% desaturation,rdisup5percent,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: non-supine: all desaturations,rdinonsupall,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: non-supine: 2% desaturation,rdinonsup2percent,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: non-supine: 3% desaturation,rdinonsup3percent,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: non-supine: 4% desaturation,rdinonsup4percent,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: non-supine: 5% desaturation,rdinonsup5percent,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: REM: all desaturations,rdiremall,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: REM:: 2% desaturation,rdirem2percent,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: REM:: 3% desaturation,rdirem3percent,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: REM:: 4% desaturation,rdirem4percent,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: REM:: 5% desaturation,rdirem5percent,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: NREM: all desaturations,rdinremall,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: NREM:: 2% desaturation,rdinrem2percent,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: NREM:: 3% desaturation,rdinrem3percent,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: NREM:: 4% desaturation,rdinrem4percent,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: NREM:: 5% desaturation,rdinrem5percent,,,,,,,,
08C3 - Sleep Study Data - Respiratory  - Breathing ,Cheyne Stoke breathing,cheynestokebreath,csbre,PSG Quality Assessment: Periodic breathing (10 min),SOF,Visit 8,Reported by scorer,,,
08C3 - Sleep Study Data - Respiratory  - Breathing ,Cheyne Stoke breathing,cheynestokebreath,lagbreath,PSG Quality Assessment: Periodic large breaths,SOF,Visit 8,Reported by scorer,,,
08C3 - Sleep Study Data - Respiratory  - Breathing ,Cheyne Stoke breathing,cheynestokebreath,period,PSG Quality Assessment: Periodic breathing (5 min),SOF,Visit 8,Reported by scorer,,,
08C3 - Sleep Study Data - Respiratory  - Breathing ,Periodic breathing,periodicbreath,csbre,PSG Quality Assessment: Periodic breathing (10 min),SOF,Visit 8,Reported by scorer,,,
08C3 - Sleep Study Data - Respiratory  - Breathing ,Periodic breathing,periodicbreath,lagbreath,PSG Quality Assessment: Periodic large breaths,SOF,Visit 8,Reported by scorer,,,
08C3 - Sleep Study Data - Respiratory  - Breathing ,Periodic breathing,periodicbreath,period,PSG Quality Assessment: Periodic breathing (5 min),SOF,Visit 8,Reported by scorer,,,
08D - Sleep Study Data - Stages,NREM sleep time,nremsleep,nremepbp,"Sleep Time (NREM, Back)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,NREM sleep time,nremsleep,nremepop,"Sleep Time (NREM, Other)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,REM sleep time,remsleep,remepbp,"Sleep Time (REM, Back)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,REM sleep time,remsleep,remepop,"Sleep Time (REM, Other)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,REM sleep time,remsleep,timerem,Percent Time in REM,SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,REM sleep time,remsleep,timeremp,Percent Time in REM,SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,REM sleep time,remsleep,tmremp,Percent of sleep time in REM sleep,SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,Stage N1 sleep time,stagen1sleep,minstg1p,Time in stage 1 sleep,SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,Stage N1 sleep time,stagen1sleep,timest1,Time in Stage 1,SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,Stage N1 sleep time,stagen1sleep,timest1p,Percent Time in Stage 1,SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,Stage N1 sleep time,stagen1sleep,tmstg1p,Percent of sleep time in stage 1 sleep,SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,Stage N2 sleep time,stagen2sleep,minstg2p,Time in stage 2 sleep,SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,Stage N2 sleep time,stagen2sleep,timest2,Time in Stage 2,SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,Stage N2 sleep time,stagen2sleep,timest2p,Percent Time in Stage 2,SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,Stage N2 sleep time,stagen2sleep,tmstg2p,Percent of sleep time in stage 2 sleep,SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,Stage N3 sleep time,stagen3sleep,mnstg34p,Time in stage 3-4 sleep,SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,Stage N3 sleep time,stagen3sleep,timest34,Time in Stage 3/4,SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,Stage N3 sleep time,stagen3sleep,times34p,Percent Time in Stage 3/4,SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,Stage N3 sleep time,stagen3sleep,tmstg34p,Percent of sleep time in stage 3-4 sleep,SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,Stage 1 sleep time,stage1sleep,minstg1p,Time in stage 1 sleep,SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,Stage 1 sleep time,stage1sleep,timest1,Time in Stage 1,SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,Stage 1 sleep time,stage1sleep,timest1p,Percent Time in Stage 1,SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,Stage 1 sleep time,stage1sleep,tmstg1p,Percent of sleep time in stage 1 sleep,SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,Stage 2 sleep time,stage2sleep,minstg2p,Time in stage 2 sleep,SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,Stage 2 sleep time,stage2sleep,timest2,Time in Stage 2,SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,Stage 2 sleep time,stage2sleep,timest2p,Percent Time in Stage 2,SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,Stage 2 sleep time,stage2sleep,tmstg2p,Percent of sleep time in stage 2 sleep,SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,Stage 3 sleep time,stage3sleep,mnstg34p,Time in stage 3-4 sleep,SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,Stage 3 sleep time,stage3sleep,timest34,Time in Stage 3/4,SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,Stage 3 sleep time,stage3sleep,times34p,Percent Time in Stage 3/4,SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08D - Sleep Study Data - Stages,Stage 3 sleep time,stage3sleep,tmstg34p,Percent of sleep time in stage 3-4 sleep,SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08E1 - Sleep Study Data - Arousals -Events,Arousal events,arousevents,ahnrembp,"Arousals per hour (NREM, Back, all oxygen desaturations)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08E1 - Sleep Study Data - Arousals -Events,Arousal events,arousevents,ahnremop,"Arousals per hour (NREM, Other, all oxygen desaturations)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08E1 - Sleep Study Data - Arousals -Events,Arousal events,arousevents,ahrembp,"Arousals per hour (REM, Back, all oxygen desaturations)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08E1 - Sleep Study Data - Arousals -Events,Arousal events,arousevents,ahremop,"Arousals per hour (REM, Other, all oxygen desaturations)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08E1 - Sleep Study Data - Arousals -Events,Arousal events,arousevents,arnrembp,"Number of Arousals (NREM, Back, all oxygen desaturations)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08E1 - Sleep Study Data - Arousals -Events,Arousal events,arousevents,arnremop,"Number of Arousals (NREM, Other, all oxygen desaturations)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08E1 - Sleep Study Data - Arousals -Events,Arousal events,arousevents,arrembp,"Number of Arousals (REM, Back, all oxygen desaturations)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08E1 - Sleep Study Data - Arousals -Events,Arousal events,arousevents,arremop,"Number of Arousals (REM, Other, all oxygen desaturations)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08E2 - Sleep Study Data - Arousals - Indices,Arousal index,arousindex,ai_all,Arousal Index,SOF,Visit 8,Calculated,ai_all = 60 * ( arrembp + arremop + arnrembp + arnremop ) / slpprdp,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08E2 - Sleep Study Data - Arousals - Indices,Arousal index,arousindex,ai_nrem,Arousal Index (NREM),SOF,Visit 8,Calculated,ai_nrem = 60 * ( arnrembp + arnremop ) / ( slpprdp - minremp ),PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08E2 - Sleep Study Data - Arousals - Indices,Arousal index,arousindex,ai_rem,Arousal Index (REM),SOF,Visit 8,Calculated,ai_rem = 60 * ( arrembp + arremop ) / minremp,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,lmdelta,Number of limb movements (delta sleep),SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,lmnrem,Number of limb movements (NREM),SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,lmrem,Number of limb movements (REM),SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,lmslp,Number of limb movements (sleep),SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,lmstg1,Number of limb movements (stage 1 sleep),SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,lmstg2,Number of limb movements (stage 2 sleep),SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,lmtot,Number of limb movements,SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmdelta,Number of PLMs (delta sleep),SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmnrem,Number of PLMs (NREM),SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmrem,Number of PLMs (REM),SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmslp,Number of PLMs (sleep),SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmstg1,Number of PLMs (stage 1 sleep),SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmstg2,Number of PLMs (stage 2 sleep),SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmtot,Number of PLMs,SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,nollmslp,Number of left limb movements per hour of sleep,SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,noplm,Number of PLM during sleep,SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,norlmslp,Number of right limb movements per hour of sleep,SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lma,Number of limb movements with arousal,SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmadelta,Number of limb movements with arousal (delta sleep),SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmanrem,Number of limb movements with arousal (NREM),SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmarem,Number of limb movements with arousal (REM),SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmaslp,Number of limb movements with arousal (sleep),SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmastg1,Number of limb movements with arousal (stage 1 sleep),SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmastg2,Number of limb movements with arousal (stage 2 sleep),SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plma,Number of PLMs with arousal,SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmadelta,Number of PLMs with arousal (delta Sleep),SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmanrem,Number of PLMs with arousal (NREM),SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmarem,Number of PLMs with arousal (REM),SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmaslp,Number of PLMs with arousal (sleep),SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmastg1,Number of PLMs with arousal (stage 1 sleep),SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmastg2,Number of PLMs with arousal (stage 2 sleep),SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmca,PLM clusters with arousal,SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
